row_id,input_url,content_type,text_raw,text_norm,sentiment_label,sentiment_confidence,watch_intent_label,watch_intent_confidence,confusion_flag,theme_id,theme_label,theme_human_label,theme_description,theme_confidence,is_canonical,canonical_id,label_source
r636,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Is this not out yet? I can't find it anywhere,is this not out yet? i can't find it anywhere,neu,0.3715,high,0.3575,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9047,1,c341,model
r637,https://www.instagram.com/reel/DXACv8kmL-m/,reply,Its a short film. Have no idea where to watch it but thats most likely why you cant seem to find it,its a short film. have no idea where to watch it but thats most likely why you cant seem to find it,neu,0.3534,high,0.3802,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8805,1,c342,model
r638,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Did she say look straight ahead or turn around,did she say look straight ahead or turn around,neu,0.3717,med,0.3401,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8742,1,c343,model
r639,https://www.instagram.com/reel/DXACv8kmL-m/,reply,"@50shadezoftaaay I think she said ""turn around "", I'm not sure ??","i think she said ""turn around "", i'm not sure ??",neu,0.3628,low,0.3420,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8572,1,c344,model
r640,https://www.instagram.com/reel/DXACv8kmL-m/,comment,I dont think he's gonna turn around ??????,i dont think he's gonna turn around ??????,neu,0.3626,low,0.3555,1,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8881,1,c345,model
r641,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@b5byosama definitely not from now onwards,definitely not from now onwards,neu,0.3604,low,0.3800,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8772,1,c346,model
r642,https://www.instagram.com/reel/DXACv8kmL-m/,comment,This should be a movie f r id watch it,this should be a movie f r id watch it,neu,0.3474,high,0.3902,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9087,1,c347,model
r643,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Neither I could nor I would ever ride a taxi ALONE!!!!!,neither i could nor i would ever ride a taxi alone!!!!!,neg,0.3457,low,0.3619,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8469,1,c348,model
r644,https://www.instagram.com/reel/DXACv8kmL-m/,comment,I KNEW IT,i knew it,neu,0.3676,med,0.3476,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8746,1,c349,model
r645,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Movie's name please,movie's name please,neu,0.3698,high,0.3891,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9553,1,c350,model
r646,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Turn around?,turn around?,neu,0.3601,low,0.3537,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8994,1,c351,model
r647,https://www.instagram.com/reel/DXACv8kmL-m/,reply,"@gracielaobine Every now and then, I get a little bit lonely. And you're never coming 'round","every now and then, i get a little bit lonely. and you're never coming 'round",neg,0.3410,low,0.3531,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8719,1,c352,model
r648,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@hvgotaveras ????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r649,https://www.instagram.com/reel/DXACv8kmL-m/,reply,"@hvgotaveras *Turn around*  Every now and then, I get a little bit tired Of listening to the sound of my tears ......","*turn around* every now and then, i get a little bit tired of listening to the sound of my tears ......",neg,0.3577,low,0.3564,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8483,1,c353,model
r650,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Not a real movie,not a real movie,neu,0.3436,low,0.3542,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9003,1,c354,model
r651,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@indistinct_radio_chatter short film,short film,neu,0.3422,high,0.3562,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8885,1,c355,model
r652,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Where can I watch it?,where can i watch it?,neu,0.3800,high,0.4222,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9075,1,c356,model
r653,https://www.instagram.com/reel/DXACv8kmL-m/,comment,This movie doesn’t exist,this movie doesn’t exist,neu,0.3483,high,0.3568,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9239,1,c357,model
r654,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@50shadezoftaaay its a short horror film.,its a short horror film.,neg,0.3456,high,0.3503,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8792,1,c358,model
r655,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@pmiller32 I get that but it’s no where to be found on the internet,i get that but it’s no where to be found on the internet,neu,0.3704,high,0.3411,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8692,1,c359,model
r656,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@50shadezoftaaay oh alright.  Yea I don't see it thats crazy,oh alright. yea i don't see it thats crazy,neu,0.3623,med,0.3418,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8499,1,c360,model
r657,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@50shadezoftaaay i just found it,i just found it,neu,0.3665,med,0.3470,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8943,1,c361,model
r658,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@nuvasir I can’t find it to save my life,i can’t find it to save my life,neu,0.3513,low,0.3412,0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8954,1,c362,model
r659,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@nuvasir no you didn’t or else you woulda put the link here. Get outta my mentions??,no you didn’t or else you woulda put the link here. get outta my mentions??,neu,0.3553,low,0.3551,1,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8414,1,c363,model
r660,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@50shadezoftaaay https://youtu.be/fFuOybQYTqs?si=_cAP21jRwxX1mPP3,,,,,,,,,,,,0,,
r661,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Name of the movie?,name of the movie?,neu,0.3680,high,0.3812,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9552,1,c364,model
r662,https://www.instagram.com/reel/DXACv8kmL-m/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r663,https://www.instagram.com/reel/DXACv8kmL-m/,comment,I dont get it,i dont get it,neu,0.3637,low,0.3583,0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9171,1,c365,model
r664,https://www.instagram.com/reel/DXACv8kmL-m/,comment,It’s on YouTube. Type “killer service short film”,it’s on youtube. type “killer service short film”,neu,0.3442,high,0.3807,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8448,1,c366,model
r665,https://www.instagram.com/reel/DXACv8kmL-m/,comment,https://youtu.be/fFuOybQYTqs?si=_cAP21jRwxX1mPP3,,,,,,,,,,,,0,,
r666,https://www.instagram.com/reel/DXACv8kmL-m/,comment,"Paragraph god, i ask the spirit of spoilers to listen to me and with all my might I SUMMON YOU","paragraph god, i ask the spirit of spoilers to listen to me and with all my might i summon you",neu,0.3478,high,0.3394,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8576,0,c340,model
r667,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Where to find,where to find,neu,0.3704,high,0.3573,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8903,1,c367,model
r668,https://www.instagram.com/reel/DXACv8kmL-m/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r669,https://www.instagram.com/reel/DXACv8kmL-m/,comment,name,name,neu,0.3675,low,0.3411,1,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9023,1,c368,model
r670,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Gaadi rok Hamza??,gaadi rok hamza??,neu,0.3636,low,0.3353,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8475,1,c369,model
r671,https://www.instagram.com/reel/DXACv8kmL-m/,comment,"The name is orphan:first kill,  its a prequel","the name is orphan:first kill, its a prequel",neu,0.3527,high,0.3705,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8404,1,c370,model
r672,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Why can't I find this movie anywhere,why can't i find this movie anywhere,neu,0.3483,high,0.3929,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9092,1,c371,model
r673,https://www.instagram.com/reel/DXACv8kmL-m/,comment,He’s also from extracurricular,he’s also from extracurricular,neu,0.3621,med,0.3431,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8173,1,c372,model
r674,https://www.instagram.com/reel/DXACv8kmL-m/,comment,"?? Turn around, bright eyes
But every now and then I fall apart
Turn around, bright eyes
Every now and then I fall apart
And I need you now tonight ?? ????","?? turn around, bright eyes but every now and then i fall apart turn around, bright eyes every now and then i fall apart and i need you now tonight ?? ????",neu,0.3432,high,0.3385,1,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.7810,1,c373,model
r675,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Movie's name please,movie's name please,neu,0.3698,high,0.3891,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9553,0,c350,model
r676,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Why can't I find this movie anywhere,why can't i find this movie anywhere,neu,0.3483,high,0.3929,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9092,0,c371,model
r677,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Why can't I find this movie anywhere,why can't i find this movie anywhere,neu,0.3483,high,0.3929,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9092,0,c371,model
r678,https://www.instagram.com/reel/DXACv8kmL-m/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r679,https://www.instagram.com/reel/DXACv8kmL-m/,comment,,,,,,,,,,,,,0,,
r680,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Spoiler please i dint have time to watch thks,spoiler please i dint have time to watch thks,neu,0.3540,high,0.3582,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8857,0,c339,model
r681,https://www.instagram.com/reel/DXACv8kmL-m/,comment,That dialogue was terrible but is the movie decent ?,that dialogue was terrible but is the movie decent ?,neg,0.3478,high,0.3407,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8575,1,c374,model
r682,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Neither I could nor I would ever ride a taxi ALONE!!!!!,neither i could nor i would ever ride a taxi alone!!!!!,neg,0.3457,low,0.3619,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8469,0,c348,model
r683,https://www.instagram.com/reel/DXACv8kmL-m/,comment,I love it when rhe bad guy is the victim,i love it when rhe bad guy is the victim,neg,0.3554,low,0.3384,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8606,0,c331,model
r684,https://www.instagram.com/reel/DXACv8kmL-m/,comment,????????,????????,neu,0.3793,low,0.3544,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm
r685,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Name of series and where can o watch this ?,name of series and where can o watch this ?,neu,0.3719,high,0.4324,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9015,1,c375,model
r686,https://www.instagram.com/reel/DXACv8kmL-m/,comment,????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r687,https://www.instagram.com/reel/DXACv8kmL-m/,comment,This should be a movie f r id watch it,this should be a movie f r id watch it,neu,0.3474,high,0.3902,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9087,0,c347,model
r688,https://www.instagram.com/reel/DXACv8kmL-m/,comment,This movie doesn’t exist,this movie doesn’t exist,neu,0.3483,high,0.3568,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9239,0,c357,model
r689,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@50shadezoftaaay its a short horror film.,its a short horror film.,neg,0.3456,high,0.3503,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8792,0,c358,model
r690,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@pmiller32 I get that but it’s no where to be found on the internet,i get that but it’s no where to be found on the internet,neu,0.3704,high,0.3411,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8692,0,c359,model
r691,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@50shadezoftaaay oh alright.  Yea I don't see it thats crazy,oh alright. yea i don't see it thats crazy,neu,0.3623,med,0.3418,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8499,0,c360,model
r692,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@50shadezoftaaay i just found it,i just found it,neu,0.3665,med,0.3470,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8943,0,c361,model
r693,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@nuvasir I can’t find it to save my life,i can’t find it to save my life,neu,0.3513,low,0.3412,0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8954,0,c362,model
r694,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@nuvasir no you didn’t or else you woulda put the link here. Get outta my mentions??,no you didn’t or else you woulda put the link here. get outta my mentions??,neu,0.3553,low,0.3551,1,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8414,0,c363,model
r695,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@50shadezoftaaay https://youtu.be/fFuOybQYTqs?si=_cAP21jRwxX1mPP3,,,,,,,,,,,,0,,
r696,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Movie name: Killer Service.,movie name: killer service.,neu,0.3441,high,0.3665,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8630,0,c336,model
r697,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@sai_manoj_naidu no.. The caption doesn't fit the video...,no.. the caption doesn't fit the video...,neu,0.3513,low,0.3572,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8620,0,c337,model
r698,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Did she say look straight ahead or turn around,did she say look straight ahead or turn around,neu,0.3717,med,0.3401,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8742,0,c343,model
r699,https://www.instagram.com/reel/DXACv8kmL-m/,reply,"@50shadezoftaaay I think she said ""turn around "", I'm not sure ??","i think she said ""turn around "", i'm not sure ??",neu,0.3628,low,0.3420,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8572,0,c344,model
r700,https://www.instagram.com/reel/DXACv8kmL-m/,comment,I hope he crashed and also died,i hope he crashed and also died,neg,0.3710,low,0.3566,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8417,1,c376,model
r701,https://www.instagram.com/reel/DXACv8kmL-m/,comment,I KNEW IT,i knew it,neu,0.3676,med,0.3476,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8746,0,c349,model
r702,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Name of the movie?,name of the movie?,neu,0.3680,high,0.3812,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9552,0,c364,model
r703,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Is this not out yet? I can't find it anywhere,is this not out yet? i can't find it anywhere,neu,0.3715,high,0.3575,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9047,0,c341,model
r704,https://www.instagram.com/reel/DXACv8kmL-m/,reply,Its a short film. Have no idea where to watch it but thats most likely why you cant seem to find it,its a short film. have no idea where to watch it but thats most likely why you cant seem to find it,neu,0.3534,high,0.3802,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8805,0,c342,model
r705,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Turn around?,turn around?,neu,0.3601,low,0.3537,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8994,0,c351,model
r706,https://www.instagram.com/reel/DXACv8kmL-m/,reply,"@gracielaobine Every now and then, I get a little bit lonely. And you're never coming 'round","every now and then, i get a little bit lonely. and you're never coming 'round",neg,0.3410,low,0.3531,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8719,0,c352,model
r707,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@hvgotaveras ????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r708,https://www.instagram.com/reel/DXACv8kmL-m/,reply,"@hvgotaveras *Turn around*  Every now and then, I get a little bit tired Of listening to the sound of my tears ......","*turn around* every now and then, i get a little bit tired of listening to the sound of my tears ......",neg,0.3577,low,0.3564,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8483,0,c353,model
r709,https://www.instagram.com/reel/DXACv8kmL-m/,comment,,,,,,,,,,,,,0,,
r710,https://www.instagram.com/reel/DXACv8kmL-m/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r711,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Not a real movie,not a real movie,neu,0.3436,low,0.3542,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9003,0,c354,model
r712,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@indistinct_radio_chatter short film,short film,neu,0.3422,high,0.3562,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8885,0,c355,model
r713,https://www.instagram.com/reel/DXACv8kmL-m/,comment,I dont think he's gonna turn around ??????,i dont think he's gonna turn around ??????,neu,0.3626,low,0.3555,1,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8881,0,c345,model
r714,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@b5byosama definitely not from now onwards,definitely not from now onwards,neu,0.3604,low,0.3800,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8772,0,c346,model
r715,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Where can I watch it?,where can i watch it?,neu,0.3800,high,0.4222,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9075,0,c356,model
r716,https://www.instagram.com/reel/DXACv8kmL-m/,comment,What a bizarre transition here.  Now I need to see this,what a bizarre transition here. now i need to see this,neu,0.3570,high,0.3650,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8724,0,c338,model
r717,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Name of film please,name of film please,neu,0.3734,high,0.3973,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9338,0,c334,model
r718,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@patsykedz7805 killer service,killer service,neu,0.3486,low,0.3455,0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.8936,0,c335,model
r719,https://www.instagram.com/reel/DXACv8kmL-m/,comment,Name ?,name ?,neu,0.3853,med,0.3392,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8877,0,c332,model
r720,https://www.instagram.com/reel/DXACv8kmL-m/,reply,@f1shah1122 killer service ??,killer service ??,neu,0.3537,low,0.3435,1,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.8978,0,c333,model
r722,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,Smooth ?????,smooth ?????,neu,0.3560,low,0.3546,1,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8981,1,c377,model
r723,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,,,,,,,,,,,,,0,,
r724,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,,,,,,,,,,,,,0,,
r725,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,,,,,,,,,,,,,0,,
r726,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,,,,,,,,,,,,,0,,
r727,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,??.....,??.....,neu,0.3812,med,0.3461,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9330,1,c378,model
r728,https://www.instagram.com/reel/DXAkYV4DpiT/,reply,@uatf.kissing ??,.kissing ??,neu,0.3518,low,0.3464,1,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.8985,1,c379,model
r729,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,Typical white girl in America today.  It’s all about me.,typical white girl in america today. it’s all about me.,pos,0.3402,med,0.3355,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8791,1,c380,model
r730,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,,,,,,,,,,,,,0,,
r731,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,What movie is this?,what movie is this?,neu,0.3713,high,0.3945,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9517,0,c300,llm
r732,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,Sheesh,sheesh,neu,0.3497,low,0.3488,0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9364,1,c381,model
r733,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r734,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,Cute!,cute!,pos,0.3519,med,0.3534,0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9179,1,c382,model
r735,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r736,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r737,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r738,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r739,https://www.instagram.com/reel/DXAkYV4DpiT/,comment,On my way to get kneed,on my way to get kneed,neu,0.3450,low,0.3432,0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.9424,1,c383,model
r741,https://www.instagram.com/reel/DXCSL_Xjuxm/,comment,"Yeah I watch true crime, I don’t want to live a true crime! ??","yeah i watch true crime, i don’t want to live a true crime! ??",neu,0.3490,high,0.3462,1,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8193,1,c384,model
r742,https://www.instagram.com/reel/DXCSL_Xjuxm/,comment,She is too cute ??,she is too cute ??,pos,0.3548,med,0.3497,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8988,1,c385,model
r743,https://www.instagram.com/reel/DXCSL_Xjuxm/,comment,You gotta let me ...,you gotta let me ...,neu,0.3519,med,0.3363,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8951,1,c386,model
r744,https://www.instagram.com/reel/DXCSL_Xjuxm/,reply,,,,,,,,,,,,,0,,
r745,https://www.instagram.com/reel/DXCSL_Xjuxm/,comment,If I was that guy I would have kicked her out the car and drove away,if i was that guy i would have kicked her out the car and drove away,neg,0.3608,low,0.3572,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8318,1,c387,model
r746,https://www.instagram.com/reel/DXCSL_Xjuxm/,comment,She Is Sooooo Cute ????,she is sooooo cute ????,pos,0.3590,med,0.3543,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8993,1,c388,model
r747,https://www.instagram.com/reel/DXCSL_Xjuxm/,comment,At this point i would already hijacked the car and got where i need to be,at this point i would already hijacked the car and got where i need to be,neu,0.3476,low,0.3397,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8235,1,c389,model
r748,https://www.instagram.com/reel/DXCSL_Xjuxm/,comment,Ugh…she’s annoying ??,ugh…she’s annoying ??,neg,0.3921,low,0.3664,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8907,1,c390,model
r749,https://www.instagram.com/reel/DXCSL_Xjuxm/,comment,Aghh!!...Can we go already Ms,aghh!!...can we go already ms,neu,0.3532,low,0.3501,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8902,1,c391,model
r750,https://www.instagram.com/reel/DXCSL_Xjuxm/,comment,I HATE these types of ppl,i hate these types of ppl,neg,0.4057,low,0.3764,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8758,1,c392,model
r751,https://www.instagram.com/reel/DXCSL_Xjuxm/,comment,Bro should’ve killed her n drove himself ??,bro should’ve killed her n drove himself ??,neg,0.3603,low,0.3535,1,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8625,1,c393,model
