row_id,input_url,content_type,text_raw,text_norm,sentiment_label,sentiment_confidence,watch_intent_label,watch_intent_confidence,confusion_flag,theme_id,theme_label,theme_human_label,theme_description,theme_confidence,is_canonical,canonical_id,label_source,primary_username,any_owner,rule_1_owner,rule_3_cross_video_long_dup,rule_4_creator_commenter,theme_human_label_retheme,theme_id_retheme,theme_cohesion_retheme
r424,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,abdullahnafea7,False,False,False,False,Confusion Reactions,33,0.7770
r425,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Education is illegal for these b! ***es,education is illegal for these b! ***es,neg,0.3582,low,0.3705,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8514,1,c233,llm,karmenx_02,False,False,False,False,Hostile Dismissive Reactions,19,0.6268
r426,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,abdullahnafea7,False,False,False,False,Confusion Reactions,33,0.7770
r427,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,abdullahnafea7,False,False,False,False,Confusion Reactions,33,0.7770
r428,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,abdullahnafea7,False,False,False,False,Confusion Reactions,33,0.7770
r429,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,abdullahnafea7,False,False,False,False,Confusion Reactions,33,0.7770
r430,https://www.instagram.com/reel/DW34A7uCOwb/,comment,And THAT’S what wrong with half these fucking females SMH,and that’s what wrong with half these fucking females smh,neg,0.3688,low,0.3522,0.0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8639,1,c234,llm,iamduncan78_,False,False,False,False,Critical Women Comments,6,0.6719
r431,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??,??,neu,0.3826,low,0.3469,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm,christimmerman.nl,False,False,False,False,Other,-1,0.0000
r432,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,abdullahnafea7,False,False,False,False,Confusion Reactions,33,0.7770
r433,https://www.instagram.com/reel/DW34A7uCOwb/,comment,"It's like the ""do you wanna a can, sir?""","it's like the ""do you wanna a can, sir?""",neu,0.3721,low,0.3428,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8579,1,c235,llm,fabisands,False,False,False,False,Other,-1,0.0000
r434,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Woman I swear dude stiaght dumb af,woman i swear dude stiaght dumb af,neg,0.3483,low,0.3579,0.0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8913,1,c236,llm,weedy_locks420,False,False,False,False,Critical Women Comments,6,0.6719
r435,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,abdullahnafea7,False,False,False,False,Confusion Reactions,33,0.7770
r436,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????????????,????????????,neu,0.3794,low,0.3547,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9347,0,c228,llm,chefpaul32657,False,False,False,False,Confusion Reactions,33,0.7770
r437,https://www.instagram.com/reel/DW34A7uCOwb/,comment,You know. I can see the mistake lol,you know. i can see the mistake lol,neu,0.3576,low,0.3476,1.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.88,1,c237,llm,twoagainstone,False,False,False,False,Acknowledging Mistakes or Errors,12,0.6915
r438,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,abdullahnafea7,False,False,False,False,Confusion Reactions,33,0.7770
r439,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??,??,neu,0.3826,low,0.3469,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm,christimmerman.nl,False,False,False,False,Other,-1,0.0000
r440,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????????,????????,neu,0.3793,low,0.3544,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm,fahadmhabib,False,False,False,False,Confusion Reactions,33,0.7770
r441,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Typical.  All women think they are wanted by every man.  Stupid bitches,typical. all women think they are wanted by every man. stupid bitches,neg,0.3659,low,0.3517,0.0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8638,1,c238,llm,dritpro,False,False,False,False,Critical Women Comments,6,0.6719
r442,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????????????,????????????,neu,0.3794,low,0.3547,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9347,0,c228,llm,chefpaul32657,False,False,False,False,Confusion Reactions,33,0.7770
r443,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Dumb woman..,dumb woman..,neg,0.3704,low,0.373,0.0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.9046,1,c239,llm,juhasplund82,False,False,False,False,Critical Women Comments,6,0.6719
r445,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,He did nothing actually ????,he did nothing actually ????,neu,0.3598,low,0.3805,1.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8678,1,c240,llm,howmanylosses,False,False,False,False,Other,22,0.6081
r446,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,"@howmanylosses I agree, she was just explaining and then realizing, no more, and he wasn't trying to do anything about her confidence, they were communicating just","i agree, she was just explaining and then realizing, no more, and he wasn't trying to do anything about her confidence, they were communicating just",neu,0.357,low,0.3659,0.0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8165,1,c241,llm,l_pbasaknur,False,False,False,False,Woman's Reaction Analysis,39,0.5813
r447,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,"@howmanylosses no, simple miscommunication. It was cleared up and she realized","no, simple miscommunication. it was cleared up and she realized",neu,0.3559,low,0.3726,0.0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8697,1,c242,llm,hurdjohn77,False,False,False,False,Woman's Reaction Analysis,39,0.5813
r448,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,@hurdjohn77 it's people acting,it's people acting,neu,0.3473,low,0.3421,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8468,1,c243,llm,no_m3_acu3rd0,False,False,False,False,Only Happens in Movies,13,0.7078
r449,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,@hurdjohn77 exactly lol,exactly lol,pos,0.3584,low,0.344,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9025,1,c244,llm,howmanylosses,False,False,False,False,Other,46,0.6940
r450,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,"@no_m3_acu3rd0 yeah, acting JUST how I described it broski, just because it's acting doesn't make what I said untrue, it just means what I said was even more true","yeah, acting just how i described it broski, just because it's acting doesn't make what i said untrue, it just means what i said was even more true",neu,0.3527,low,0.3383,0.0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8027,1,c245,llm,hurdjohn77,False,False,False,False,Other,-1,0.0000
r451,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,????????????,????????????,neu,0.3794,low,0.3547,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9347,0,c228,llm,stojancestefanov79,False,False,False,False,Confusion Reactions,33,0.7770
r452,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,??????????,??????????,neu,0.3787,med,0.349,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model,marlohunte,False,False,False,False,Confusion Reactions,33,0.7770
r453,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,????,????,neu,0.3856,med,0.3562,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model,venkata_yadavalli,False,False,False,False,Confusion Reactions,33,0.7770
r454,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,Awesome dude!! ??????,awesome dude!! ??????,pos,0.3747,high,0.3465,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9221,1,c246,llm,heroldheine,False,False,False,False,Clever Move Praise,31,0.6529
r455,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,That's a crazy way to say she hit him with her knee.,that's a crazy way to say she hit him with her knee.,neu,0.3439,low,0.3533,1.0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.8861,1,c247,llm,itsmeaxehere,False,False,False,False,Kneed vs Need Wordplay,47,0.6855
r456,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,"That's how you say that, just like when you elbow someone in the face","that's how you say that, just like when you elbow someone in the face",neu,0.3421,low,0.3408,1.0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8373,1,c248,llm,nicmcj,False,False,False,False,Kneed vs Need Wordplay,48,0.6754
r457,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,"@nicmcj Yeah, but kneed sounds like need. There is no other word in the English language which can be misunderstood with Elbowed. So, the smart way to say is to say you hit me with your knee.","yeah, but kneed sounds like need. there is no other word in the english language which can be misunderstood with elbowed. so, the smart way to say is to say you hit me with your knee.",neu,0.3455,low,0.3445,1.0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.8691,1,c249,llm,itsmeaxehere,False,False,False,False,Kneed vs Need Wordplay,48,0.6754
r458,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,You made my knee grow,you made my knee grow,neu,0.3428,low,0.3381,1.0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.913,1,c250,llm,red_storms,False,False,False,False,Other,-1,0.0000
r459,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,Now Kneel to apologise ????,now kneel to apologise ????,neu,0.3454,low,0.3479,1.0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.906,1,c251,llm,themagnificentguy,False,False,False,False,Kneed vs Need Wordplay,54,0.6689
r460,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,Looks like a really good movie..,looks like a really good movie..,pos,0.378,high,0.3616,0.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8747,1,c252,llm,mrklange,False,False,False,False,Other,-1,0.0000
r461,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,"Where on earth people calling ""hitting someone by knee"" Kneed? Do they have ""shoulded"", or ""armed"", or ""faced"" ?","where on earth people calling ""hitting someone by knee"" kneed? do they have ""shoulded"", or ""armed"", or ""faced"" ?",neu,0.3525,low,0.3425,1.0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.9037,1,c253,llm,vnawkie,False,False,False,False,Kneed vs Need Wordplay,48,0.6754
r462,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,@graphacity,,,,,,,,,,,,0,,,arunava52486,False,False,False,False,Other,45,0.6571
r463,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,P,p,neu,0.3617,low,0.3576,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9362,1,c254,llm,taylor_m_dukes,False,False,False,False,Other,45,0.6571
r464,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,I didnt know this word existed,i didnt know this word existed,neu,0.3486,low,0.3427,0.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8613,1,c255,llm,melted_sunsets,False,False,False,False,New Word Discovery,24,0.7532
r465,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,I'm gonna knee people all day long tomorrow and say that,i'm gonna knee people all day long tomorrow and say that,neu,0.3395,low,0.344,1.0,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.8414,1,c256,llm,avlboulderworks,False,False,False,False,Kneed vs Need Wordplay,53,0.6938
r466,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r467,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,"Wow, what an interesting fact","wow, what an interesting fact",pos,0.3743,med,0.3802,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8821,1,c257,llm,_yajan_dave_,False,False,False,False,Other,30,0.6566
r468,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,When #onlyfan girls meet ordinary University graduate boy......,when #onlyfan girls meet ordinary university graduate boy......,neu,0.3472,low,0.3475,0.0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8402,1,c258,llm,immuhammadalifida,False,False,False,False,Other,-1,0.0000
r470,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Getting angry at her already..,getting angry at her already..,neg,0.3756,low,0.3552,0.0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8752,1,c259,llm,es_trish,False,False,False,False,Woman's Reaction Analysis,39,0.5813
r471,https://www.instagram.com/reel/DW28Wv1kjmN/,reply,@trishmatemba5 oh,oh,neu,0.3688,low,0.3556,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9498,1,c260,llm,lulamang_taniyaosim,False,False,False,False,Other,50,0.7095
r472,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,i would justs leave man thats so annoying,i would justs leave man thats so annoying,neg,0.3853,low,0.3857,0.0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.868,1,c261,llm,baddieis_265,False,False,False,False,Hostile Dismissive Reactions,19,0.6268
r473,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,no wonder they made the song bad boys bring heaven to you????,no wonder they made the song bad boys bring heaven to you????,neu,0.3433,low,0.3502,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8295,1,c262,llm,blaksstr,False,False,False,False,Other,42,0.5359
r474,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,I guess nobody knows the name of the movie,i guess nobody knows the name of the movie,neu,0.3721,med,0.3684,1.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9308,1,c263,llm,andrea.kagwa,False,False,False,False,Content Name Requests,35,0.8012
r475,https://www.instagram.com/reel/DW28Wv1kjmN/,reply,@andrea.kagwa ya,.kagwa ya,neu,0.3666,low,0.3413,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9179,1,c264,llm,smilodon619,False,False,False,False,Other,45,0.6571
r476,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r477,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,cyy_thiiyahh,False,False,False,False,Confusion Reactions,33,0.7770
r478,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Moive TV show or its ai,moive tv show or its ai,neu,0.3705,med,0.391,1.0,t10,not_pilot_season,AI or Fake Content,Comments questioning if the content is AI-generated or not real.,0.9025,1,c265,llm,broller90,False,False,False,False,Other,-1,0.0000
r479,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Girl move the car,girl move the car,neu,0.3438,low,0.3462,0.0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8012,1,c266,llm,the1nonly._dani,False,False,False,False,Violent Hypothetical Reactions,40,0.5663
r480,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,????,????,neu,0.3856,med,0.3562,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model,sus.mita8967,False,False,False,False,Confusion Reactions,33,0.7770
r481,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r482,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Movie name,movie name,neu,0.3595,high,0.3798,1.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9475,0,c90,model,edwardo_bluez,False,False,False,False,Other,-1,0.0000
r483,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,cyy_thiiyahh,False,False,False,False,Confusion Reactions,33,0.7770
r484,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Movie name,movie name,neu,0.3595,high,0.3798,1.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9475,0,c90,model,edwardo_bluez,False,False,False,False,Other,-1,0.0000
r485,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Nxt part now m curious lol so murder was it XD,nxt part now m curious lol so murder was it xd,pos,0.3707,high,0.3582,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8327,1,c267,llm,pursuitofjade07,False,False,False,False,Other,30,0.6566
r486,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Name please,name please,neu,0.3792,high,0.3527,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.893,1,c268,llm,noheemaa,False,False,False,False,Content Name Requests,16,0.8531
r487,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Movie name??????,movie name??????,neu,0.3657,high,0.3782,1.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9361,1,c269,llm,leliana168,False,False,False,False,Content Name Requests,35,0.8012
r488,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,cyy_thiiyahh,False,False,False,False,Confusion Reactions,33,0.7770
r489,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r490,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r491,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Is this a movie?,is this a movie?,neu,0.368,high,0.3852,1.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9467,1,c270,llm,_dfw._.ariana,False,False,False,False,Other,-1,0.0000
r492,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Name???,name???,neu,0.3826,high,0.3391,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.935,1,c271,llm,anushka1433z,False,False,False,False,Content Name Requests,16,0.8531
r493,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Oh my,oh my,neu,0.3572,low,0.3488,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9301,1,c272,llm,brizzy_hub,False,False,False,False,Other,-1,0.0000
r494,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,fahhhhhh ??,fahhhhhh ??,neu,0.3715,low,0.3425,0.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9283,1,c273,llm,bryce._crawford,False,False,False,False,Other,38,0.7342
r495,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,nah that’s crazy ??,nah that’s crazy ??,neg,0.3506,low,0.352,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9075,1,c274,llm,appmafia_300xx,False,False,False,False,Other,30,0.6566
r496,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Title?,title?,neu,0.3867,high,0.3556,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9208,1,c275,llm,ur__yaz,False,False,False,False,Other,-1,0.0000
r497,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Mk,mk,neu,0.3744,low,0.3508,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.8918,1,c276,llm,luxur.iouslashes,False,False,False,False,Other,45,0.6571
r498,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,cyy_thiiyahh,False,False,False,False,Confusion Reactions,33,0.7770
r499,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r500,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,??????,??????,neu,0.3815,low,0.3477,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm,cyy_thiiyahh,False,False,False,False,Confusion Reactions,33,0.7770
r501,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,i would justs leave man thats so annoying,i would justs leave man thats so annoying,neg,0.3853,low,0.3857,0.0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.868,0,c261,llm,baddieis_265,False,False,False,False,Hostile Dismissive Reactions,19,0.6268
r502,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Movie name,movie name,neu,0.3595,high,0.3798,1.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9475,0,c90,model,edwardo_bluez,False,False,False,False,Other,-1,0.0000
r503,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Title?,title?,neu,0.3867,high,0.3556,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9208,0,c275,llm,ur__yaz,False,False,False,False,Other,-1,0.0000
r504,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Nxt part now m curious lol so murder was it XD,nxt part now m curious lol so murder was it xd,pos,0.3707,high,0.3582,0.0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8327,0,c267,llm,pursuitofjade07,False,False,False,False,Other,30,0.6566
r505,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Mk,mk,neu,0.3744,low,0.3508,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.8918,0,c276,llm,luxur.iouslashes,False,False,False,False,Other,45,0.6571
r506,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Girl move the car,girl move the car,neu,0.3438,low,0.3462,0.0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8012,0,c266,llm,the1nonly._dani,False,False,False,False,Violent Hypothetical Reactions,40,0.5663
r507,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Name???,name???,neu,0.3826,high,0.3391,1.0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.935,0,c271,llm,anushka1433z,False,False,False,False,Content Name Requests,16,0.8531
r508,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Is this a movie?,is this a movie?,neu,0.368,high,0.3852,1.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9467,0,c270,llm,_dfw._.ariana,False,False,False,False,Other,-1,0.0000
r509,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Movie name??????,movie name??????,neu,0.3657,high,0.3782,1.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9361,0,c269,llm,leliana168,False,False,False,False,Content Name Requests,35,0.8012
r510,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,I guess nobody knows the name of the movie,i guess nobody knows the name of the movie,neu,0.3721,med,0.3684,1.0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9308,0,c263,llm,andrea.kagwa,False,False,False,False,Content Name Requests,35,0.8012
r511,https://www.instagram.com/reel/DW28Wv1kjmN/,reply,@andrea.kagwa ya,.kagwa ya,neu,0.3666,low,0.3413,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9179,0,c264,llm,smilodon619,False,False,False,False,Other,45,0.6571
r512,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Oh my,oh my,neu,0.3572,low,0.3488,0.0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9301,0,c272,llm,brizzy_hub,False,False,False,False,Other,-1,0.0000
r513,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r514,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Moive TV show or its ai,moive tv show or its ai,neu,0.3705,med,0.391,1.0,t10,not_pilot_season,AI or Fake Content,Comments questioning if the content is AI-generated or not real.,0.9025,0,c265,llm,broller90,False,False,False,False,Other,-1,0.0000
r515,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r516,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,,,,,,,,,,,,,0,,,,,False,False,False,Other,45,0.6571
r517,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Getting angry at her already..,getting angry at her already..,neg,0.3756,low,0.3552,0.0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8752,0,c259,llm,es_trish,False,False,False,False,Woman's Reaction Analysis,39,0.5813
